20132	176,59	A1	en	början	
20100	176,31	A1		naturligtvis	
20063	175,99	A1	ett	skäl	
19949	174,99	A1		fin	
19935	174,86	A1	att	genomföra	
19922	174,75	A1		liksom	
19850	174,12	A1		via	
19819	173,85	A1		före	
19791	173,60	A1	en	dom	
19753	173,27	A1	en	risk	
19734	173,10	A1		enkel	
19729	173,06	A1		alls	
19713	172,92	A1	ett	pris	
19712	172,91	A1	att	räkna	e.g. räkna upp
19649	172,36	A1	att	beskriva	
19634	172,22	A1		hem	
19611	172,02	A1	att	möta	
19592	171,86	A1		såsom	
19559	171,57	A1	en	idé	
19555	171,53	A1	ett	gram	
19485	170,92	A1		förra	
19452	170,63	A1	en	tjänst	
19405	170,22	A1	att	heta	
19392	170,10	A1	en	kultur	
19351	169,74	A1	att	äta	
19246	168,82	A1	ett	syfte	
19137	167,86	A1	en	princip	
19116	167,68	A1	att	flytta	
19108	167,61	A1		ute	
19108	167,61	A1	att	utgöra	
19088	167,43	A1	en	politiker	
19085	167,41	A1		lätt	
19039	167,00	A1	en	förälder	
18939	166,13	A1	en	marknad	
18922	165,98	A1		nämligen	
18916	165,93	A1		tydlig	
18910	165,87	A1		utbildning	
18888	165,68	A1	att	röra	e.g. röra sig
18883	165,64	A1	en	nivå	
18852	165,36	A1		april	
18841	165,27	A1	en	mängd	
18833	165,20	A1	en	betydelse	
18755	164,51	A1		kristen	
18731	164,30	A1	att	dö	
18721	164,22	A1		mars	
18691	163,95	A1		allt	
18682	163,87	A1	en	kväll	e.g. god kväll
18676	163,82	A1		bildning	
18644	163,54	A1	en	länk	
18543	162,65	A1	att	växa	e.g. växa upp
18486	162,15	A1		per	
18449	161,83	A1		offentlig	
18436	161,72	A1		såväl	
18430	161,66	A1	att	våga	
18389	161,30	A1		vatten	
18380	161,22	A1		håll	
18306	160,58	A1		mänsklig	
18304	160,56	A1	en	demokrati	
18289	160,43	A1	att	fatta	
18227	159,88	A1		jord	
18178	159,45	A1	en	känsla	
18176	159,43	A1	en	förändring	
18146	159,17	A1	att	nämna	
18144	159,15	A1		tyvärr	
18129	159,02	A1		enskild	
18124	158,98	A1		rätt	
18106	158,82	A1	att	be (el. bedja)	
18079	158,58	A1	en	punkt	
18078	158,58	A1	en	ändring	
18022	158,08	A1	en	mission	
17959	157,53	A1		igår (el. i går)	
17936	157,33	A1	en	kommission	
17881	156,85	A1	en	ort	
17851	156,58	A1	att	anta	
17831	156,41	A1		trots att	
17822	156,33	A1	ett	spel	
17820	156,31	A1	ett	språk	
17815	156,27	A1	att	föreslå	
17663	154,93	A1		igenom	
17600	154,38	A1	att	undra	
17578	154,19	A1		eget	
17553	153,97	A1	ett	möte	
17550	153,94	A1		mat	
17505	153,55	A1	en	gräns	
17436	152,94	A1	att	lyssna	
17420	152,80	A1	att	delta	e.g. delta i
17408	152,70	A1	ett	samarbete	
17397	152,60	A1		annars	
17394	152,58	A1	att	falla	e.g. falla ner/på/ut
17370	152,36	A1		nära	
17336	152,07	A1	ett	rum	
17320	151,93	A1		ungefär	
17292	151,68	A1	att	starta	
17272	151,51	A1	att	inse	
17258	151,38	A1		internet	e.g. Internet
17213	150,99	A1	ett	hov	
17199	150,86	A1		öppen	
17196	150,84	A1	att	bidra	
17168	150,59	A1	en	död	
17123	150,20	A1	att	luta	e.g. luta sig
17108	150,07	A1	ett	öga	
17039	149,46	A1		säkert	
17015	149,25	A1	ett	ämne	
16976	148,91	A1		få	
16959	148,76	A1		augusti	
16928	148,49	A1	en	socialdemokrat (vardagl. sosse)	
16908	148,31	A1	ett	projekt	
16896	148,21	A1		övrig	
16883	148,09	A1		dels	e.g. dels…dels
16808	147,43	A1		framför allt (el. framförallt)	
16799	147,36	A1		positiv	
16796	147,33	A1		rolig	
16753	146,95	A1	en	port	
16722	146,68	A1	att	bero	e.g. bero på
16624	145,82	A1	en	kropp	
16579	145,43	A1	att	minnas	
16573	145,37	A1		handling	
16537	145,06	A1	att	rösta	
16528	144,98	A1		riktig	
16514	144,86	A1	en	rapport	
16483	144,58	A1	en	lösning	
16395	143,81	A1		personlig	
16297	142,95	A1	att	kommentera	
16277	142,78	A1		som att	
16236	142,42	A1	att	gilla	
16201	142,11	A1	att	bryta	e.g. bryta mot, bryta sönder, bryta ut
16195	142,06	A1		hjälp	
16189	142,01	A1		juli	
16126	141,45	A1	att	innehålla	
	140,93	A1		liknande	
16063	140,90	A1	ett	tillfälle	
16050	140,79	A1		inte ens	
	140,65	A1		känd	
16016	140,49	A1		forskning	
16013	140,46	A1	en	kraft	
15973	140,11	A1		helt enkelt	
15954	139,94	A1	ett	brott	
15954	139,94	A1		exempelvis	
15948	139,89	A1	en	röst	
15944	139,86	A1	att	bjuda	e.g. bjuda på
15926	139,70	A1		till och med (förk. t.o.m., t o m)	
15911	139,57	A1	att	hävda	
15892	139,40	A1	att	hamna	e.g. hamna i/på
15821	138,78	A1	en	effekt	
15777	138,39	A1	en	enhet	
15740	138,07	A1		det vill säga (förk. d.v.s., dvs.)	
15716	137,86	A1	en	kontakt	
15716	137,86	A1	en	takt	
15712	137,82	A1	ett	värde	
15700	137,72	A1	en	förutsättning	
15693	137,65	A1	en	sats	
15685	137,58	A1	en	medlemsstat	
15658	137,35	A1	att	hinna	e.g. hinna upp
15590	136,75	A1	en	sanning	
15567	136,55	A1	en	religion	
15519	136,13	A1	en	källa	
15502	135,98	A1	att	må	
15472	135,72	A1	en	kostnad	
15464	135,65	A1	en	medborgare	
15463	135,64	A1	ett	förhållande	
15397	135,06	A1	en	far (el. fader, vardagl. farsa)	
15386	134,96	A1	en	miljard	
15319	134,37	A1		ungdom	
